"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"3186","996","8779","10.2","5440.0","3790.0","1650.0","0.0","893","103","0","132398.0","847,346","163.2"
"3187","919","6451","13.7","3981.0","3192.0","789.0","0.0","882","37","0","83916.0","537,060","105.4"
"3188","891","6791","12.6","3878.0","3407.0","471.0","0.0","857","34","0","85243.0","545,553","107.0"
"3189","512","2262","19.0","3995.0","1612.0","2383.0","0.0","429","83","0","127292.0","814,670","163.6"
"3190","463","4559","9.6","2197.0","1699.0","498.0","0.0","437","26","0","64223.0","411,028","81.0"
"3191","536","3607","14.0","2663.0","2075.0","588.0","0.0","506","30","0","54565.0","349,218","68.5"
"3192","1266","8390","14.0","7410.0","4568.0","2390.0","452.0","1175","89","2","188769.0","1,208,121","238.8"
"3193","1130","7811","13.7","5480.0","4666.0","814.0","0.0","1068","62","0","105399.0","674,551","132.3"
"3194","623","5959","9.8","3422.0","2358.0","1064.0","0.0","583","40","0","104870.0","671,170","132.2"
"3195","2666","12760","19.3","17075.0","9926.0","6191.0","958.0","2462","200","4","317830.0","2,034,115","404.7"
"3196","1769","8629","19.9","7287.0","6174.0","1113.0","0.0","1720","49","0","131556.0","841,958","165.2"
"3197","1040","5212","19.4","4002.0","3483.0","519.0","0.0","1011","29","0","60576.0","387,689","76.1"
"3198","1432","8817","15.5","6240.0","4577.0","1501.0","162.0","1363","68","1","130887.0","837,676","161.9"
"3199","4090","25670","15.4","19512.0","14506.0","2711.0","2295.0","3956","132","2","346419.0","2,217,080","424.4"
"3200","358","2657","13.2","1319.0","1190.0","129.0","0.0","351","7","0","28073.0","179,667","34.4"
"3201","2175","9056","22.3","12513.0","7474.0","5039.0","0.0","2023","152","0","178075.0","1,139,679","226.4"
"3202","187","948","17.9","1442.0","673.0","769.0","0.0","170","17","0","37618.0","240,754","47.1"
"3204","1495","10595","13.6","6908.0","5570.0","1338.0","0.0","1436","59","0","146030.0","934,591","183.3"
"3205","222","2814","7.2","1308.0","728.0","580.0","0.0","203","19","0","51453.0","329,299","63.5"
"3206","327","3862","8.1","1398.0","1101.0","297.0","0.0","313","14","0","46072.0","294,859","56.8"
"3207","362","4227","7.2","3516.0","1084.0","2030.0","402.0","303","58","1","164446.0","1,052,456","205.0"
"3211","217","505","38.6","1277.0","823.0","454.0","0.0","195","22","0","26116.0","167,141","33.6"
"3212","1921","6812","27.3","9305.0","7478.0","1195.0","632.0","1857","61","3","181305.0","1,160,355","234.4"
"3213","413","1385","26.3","2759.0","1907.0","852.0","0.0","364","49","0","62087.0","397,356","79.9"
"3214","1882","11193","16.5","8957.0","5954.0","1315.0","1688.0","1848","32","2","222049.0","1,421,113","281.2"
"3215","1612","9579","15.9","8618.0","5709.0","2909.0","0.0","1527","85","0","208446.0","1,334,055","263.8"
"3216","5076","26287","18.8","22271.0","18556.0","3257.0","458.0","4943","131","2","370115.0","2,368,737","463.7"
"3217","972","3994","23.4","5930.0","4935.0","845.0","150.0","933","38","1","62120.0","397,569","78.0"
"3218","892","5562","15.4","4258.0","3229.0","1029.0","0.0","855","37","0","90871.0","581,573","113.7"
"3219","1803","10610","16.5","7649.0","5917.0","1533.0","199.0","1754","48","1","151229.0","967,867","190.3"
"3220","1131","7995","12.7","7552.0","3952.0","3600.0","0.0","1017","114","0","168508.0","1,078,452","212.2"
"3221","460","267","166.3","1598.0","1321.0","277.0","0.0","444","16","0","14722.0","94,221","18.4"
"3222","2117","7151","28.4","10454.0","8441.0","2013.0","0.0","2031","86","0","40165.0","257,058","50.2"
"3223","1339","6612","19.7","5777.0","5131.0","646.0","0.0","1305","34","0","100625.0","644,000","129.6"
"3224","1602","7254","21.2","7814.0","6065.0","1749.0","0.0","1535","67","0","156181.0","999,561","197.1"
"3225","825","3518","22.7","3661.0","3030.0","631.0","0.0","799","26","0","56669.0","362,684","70.9"
"3226","2083","8448","24.1","8868.0","7740.0","1128.0","0.0","2037","46","0","1171.0","7,494","1.5"
"3227","771","2836","25.9","6691.0","3054.0","590.0","3047.0","735","34","2","13990.0","89,534","17.6"
"3228","2402","10321","22.2","12527.0","9799.0","1949.0","779.0","2290","110","2","151419.0","969,084","189.8"
"3230","576","2895","19.0","2722.0","2156.0","566.0","0.0","551","25","0","1160.0","7,424","1.5"
"3231","334","1941","16.6","1520.0","1384.0","136.0","0.0","322","12","0","13949.0","89,276","17.5"
"3232","131","1779","6.8","649.0","456.0","193.0","0.0","121","10","0","1092.0","6,986","1.3"
"3233","348","2373","13.4","2010.0","1330.0","680.0","0.0","319","29","0","7328.0","46,898","8.7"
"3234","39","856","4.2","230.0","183.0","47.0","0.0","36","3","0","2213.0","14,164","2.6"
"3235","74","238","30.3","352.0","322.0","30.0","0.0","72","2","0","7677.0","49,135","9.6"
"3236","48","147","31.3","191.0","171.0","20.0","0.0","46","2","0","4277.0","27,371","5.1"
"3237","33","183","13.7","223.0","100.0","123.0","0.0","25","8","0","7682.0","49,162","9.1"
"3238","46","191","23.6","190.0","175.0","15.0","0.0","45","1","0","5757.0","36,845","6.8"
"3239","60","259","19.3","387.0","210.0","177.0","0.0","50","10","0","10508.0","67,252","12.5"
"3240","299","797","34.4","1553.0","1163.0","390.0","0.0","274","25","0","26374.0","168,792","32.9"
"3241","370","1145","30.1","2342.0","1474.0","566.0","302.0","345","24","1","30802.0","197,130","38.5"
"3242","126","432","27.1","638.0","470.0","168.0","0.0","117","9","0","6667.0","42,669","8.3"
"3243","43","189","21.2","222.0","156.0","66.0","0.0","40","3","0","10118.0","64,757","12.0"
"3249","387","1426","24.8","2157.0","1377.0","780.0","0.0","353","34","0","68669.0","439,482","81.4"
"3250","1005","6104","15.2","6664.0","3500.0","1674.0","1490.0","925","78","2","128544.0","822,679","153.2"
"3251","57","241","23.2","245.0","227.0","18.0","0.0","56","1","0","8449.0","54,072","10.9"
"3254","51","134","35.8","202.0","169.0","33.0","0.0","48","3","0","4435.0","28,383","5.3"
"3260","414","2257","16.3","2749.0","1531.0","1218.0","0.0","367","47","0","46303.0","296,338","54.9"
"3264","229","976","20.4","1663.0","852.0","811.0","0.0","199","30","0","3707.0","23,728","4.6"
"3265","320","1099","22.8","3478.0","1086.0","2392.0","0.0","251","69","0","60371.0","386,376","75.2"
"3266","306","1357","19.5","2303.0","1109.0","1194.0","0.0","264","42","0","37305.0","238,751","44.2"
"3267","21","97","16.5","163.0","85.0","78.0","0.0","16","5","0","5168.0","33,076","6.1"
"3268","295","1174","20.3","2652.0","1028.0","1624.0","0.0","238","57","0","42211.0","270,152","52.6"
"3269","83","416","16.8","587.0","321.0","266.0","0.0","70","13","0","12274.0","78,556","14.6"
"3270","26","355","7.3","104.0","104.0","0.0","0.0","26","0","0","5813.0","37,201","7.3"
"3271","36","102","26.5","238.0","129.0","109.0","0.0","27","9","0","9591.0","61,385","11.9"
"3272","209","809","24.0","1141.0","823.0","318.0","0.0","194","15","0","15711.0","100,547","19.6"
"3273","13","74","16.2","69.0","54.0","15.0","0.0","12","1","0","5081.0","32,521","6.3"
"3274","39","114","34.2","167.0","167.0","0.0","0.0","39","0","0","8366.0","53,545","10.4"
"3275","41","200","20.0","200.0","189.0","11.0","0.0","40","1","0","4931.0","31,559","6.2"
"3276","48","232","18.1","284.0","186.0","98.0","0.0","42","6","0","12576.0","80,489","15.7"
"3277","155","784","17.0","1258.0","567.0","691.0","0.0","133","22","0","31670.0","202,691","39.7"
"3278","35","144","20.1","256.0","133.0","123.0","0.0","29","6","0","4741.0","30,344","5.9"
"3279","28","98","26.5","130.0","107.0","23.0","0.0","26","2","0","6445.0","41,251","8.0"
"3280","2160","15136","13.4","11606.0","7981.0","3372.0","253.0","2025","134","1","272067.0","1,741,228","340.6"
"3281","217","645","31.3","1234.0","922.0","312.0","0.0","202","15","0","22351.0","143,044","27.9"
"3282","215","1065","19.2","1003.0","844.0","159.0","0.0","204","11","0","26560.0","169,982","33.2"
"3283","151","539","25.0","872.0","589.0","283.0","0.0","135","16","0","25506.0","163,241","31.8"
"3284","365","2341","14.4","2126.0","1409.0","717.0","0.0","338","27","0","8438.0","54,003","10.6"
"3285","146","596","23.2","722.0","570.0","152.0","0.0","138","8","0","21141.0","135,304","26.6"
"3286","53","322","16.1","222.0","211.0","11.0","0.0","52","1","0","12000.0","76,800","15.3"
"3287","40","179","21.8","190.0","164.0","26.0","0.0","39","1","0","13031.0","83,399","16.2"
"3289","99","409","23.0","495.0","370.0","125.0","0.0","94","5","0","13620.0","87,171","17.3"
"3292","45","328","13.7","170.0","170.0","0.0","0.0","45","0","0","199.0","1,275","0.2"
"3293","45","163","26.4","181.0","155.0","26.0","0.0","43","2","0","12202.0","78,095","15.5"
"3294","102","452","21.2","524.0","426.0","98.0","0.0","96","6","0","18898.0","120,949","24.0"
"3300","826","5062","15.2","4607.0","3100.0","1507.0","0.0","770","56","0","16708.0","106,934","21.3"
"3301","125","582","20.3","645.0","545.0","100.0","0.0","118","7","0","38680.0","247,552","49.2"
"3302","40","189","20.6","217.0","159.0","58.0","0.0","39","1","0","11773.0","75,345","15.0"
"3303","32","175","16.0","172.0","128.0","44.0","0.0","28","4","0","10232.0","65,485","12.7"
"3304","352","1321","25.1","1909.0","1353.0","556.0","0.0","332","20","0","48338.0","309,363","60.1"
"3305","1471","6226","22.9","6803.0","5765.0","1038.0","0.0","1424","47","0","179270.0","1,147,327","225.1"
"3309","14","65","18.5","79.0","58.0","21.0","0.0","12","2","0","2444.0","15,639","3.0"
"3310","33","139","23.0","132.0","116.0","16.0","0.0","32","1","0","6357.0","40,682","8.1"
"3311","197","979","19.2","974.0","742.0","232.0","0.0","188","9","0","6360.0","40,703","8.0"
"3312","101","538","17.8","501.0","411.0","90.0","0.0","96","5","0","34319.0","219,640","43.0"
"3314","70","251","25.9","327.0","256.0","71.0","0.0","65","5","0","17861.0","114,311","22.7"
"3315","187","845","20.9","924.0","696.0","228.0","0.0","177","10","0","42390.0","271,294","54.0"
"3317","14","108","11.1","65.0","44.0","21.0","0.0","12","2","0","6326.0","40,488","8.5"
"3318","167","760","19.9","972.0","670.0","302.0","0.0","151","16","0","18900.0","120,957","23.7"
"3319","39","224","16.1","194.0","158.0","36.0","0.0","36","3","0","8282.0","53,006","10.4"
"3321","238","657","33.9","1138.0","946.0","192.0","0.0","223","15","0","26158.0","167,411","32.7"
"3322","13","99","13.1","49.0","49.0","0.0","0.0","13","0","0","4262.0","27,279","5.5"
"3323","4","55","7.3","23.0","23.0","0.0","0.0","4","0","0","5365.0","34,336","6.9"
"3324","88","298","27.9","439.0","333.0","106.0","0.0","83","5","0","10801.0","69,125","13.9"
"3325","75","265","27.2","355.0","300.0","55.0","0.0","72","3","0","14385.0","92,065","18.6"
"3328","290","681","40.2","1323.0","1129.0","194.0","0.0","274","16","0","1435.0","9,184","1.8"
"3329","31","123","25.2","130.0","130.0","0.0","0.0","31","0","0","8115.0","51,938","10.5"
"3330","26","99","23.2","133.0","91.0","42.0","0.0","23","3","0","6221.0","39,817","8.0"
"3331","933","2524","34.7","4699.0","3769.0","930.0","0.0","877","56","0","24808.0","158,770","31.0"
"3332","162","384","38.3","1155.0","581.0","574.0","0.0","147","15","0","14486.0","92,713","18.1"
"3333","111","368","27.7","680.0","388.0","292.0","0.0","102","9","0","14369.0","91,962","18.5"
"3334","60","267","21.3","254.0","218.0","36.0","0.0","57","3","0","12614.0","80,730","16.3"
"3335","966","3501","26.7","5822.0","5065.0","757.0","0.0","934","32","0","24090.0","154,179","29.8"
"3337","3920","15416","24.7","17850.0","14816.0","2534.0","500.0","3805","112","3","18816.0","120,422","23.1"
"3338","3280","11161","28.8","16678.0","15239.0","1339.0","100.0","3217","62","1","11939.0","76,409","15.4"
"3340","2481","9668","24.5","11612.0","9549.0","2063.0","0.0","2369","112","0","45300.0","289,921","58.2"
"3341","242","630","37.0","1108.0","969.0","139.0","0.0","233","9","0","7755.0","49,634","10.0"
"3342","521","1545","31.8","2576.0","1878.0","698.0","0.0","492","29","0","21992.0","140,747","28.4"
